dcterms_spatial,dcterms_abstract,dc_subject,fedora_writable,dc_contributor,dc_identifier,fedora_lastModifiedBy,dcterms_type,dc_rights,dcterms_temporal,dc_description,ldp_contains,fedora_created,dc_format,dc_title,fedora_createdBy,dcterms_created,dc_publisher,fedora_hasParent,fedora_lastModified,files,dc_creator,dc_language
Texas|United States|College Station (Tex.),"Photo of Reveille I on the bed of a cadet, and a cadet sleeping on the floor.",College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Mascots|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,"Rev I laying on bed, Cadet sleeping on floor (image #4)_PS",fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Mascots (Reveille 1) Photos # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #1",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/74/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/74/orderProxies,2020-09-23T01:37:10.028000+00:00,Reformatted digital,Reveille I laying on a Bed,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:10.028000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/74/pages/page_0/files/atimeofresolve_0084_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Drawings of the East, West, North, and South elevations of the Agricultural Engineering Building.",College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Scoates Hall|Architectural drawings|Depressions--1929--Texas|Design drawings,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/87/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/87/orderProxies,2020-09-23T01:37:18.526000+00:00,Reformatted digital,"Plans for the Agricultural Engineering Building East, West, North, and South Elevations",fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:18.526000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/87/pages/page_0/files/atimeofresolve_0091_2019-03.jpg,,
Grand Canyon|Arizona|Unite States,Photo of the 1937 A&M College football team at the Grand Canyon riding mules.,"Portraits, Group|Football players|Depressions--1929--Texas|Mules|Group portraits|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century",false,Texas A & M University. Cushing Memorial Library,Kolb_Brothers_Grand_Canyon,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Manning Smith Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/51/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/51/pages,2020-09-23T01:36:55.018000+00:00,Reformatted digital,1937 Football Team at the Grand Canyon,fedoraAdmin,1937-12-07,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:55.018000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/51/pages/page_0/files/atimeofresolve_0063_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Photo of the American Legion Project House.,Cooperative housing|Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|University Police Department,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Graphic Service",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/129/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/129/pages,2020-09-23T01:36:22.358000+00:00,Reformatted digital,American Legion Project House,fedoraAdmin,1939,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:22.358000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/129/pages/page_0/files/atimeofresolve_0133_2019-03.jpg,,
United States|College Station (Tex.)|Texas,"Detailed drawing showing the interior design of the lecture hall, foyer, and stairwell of the main entrance.",Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Scoates Hall,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/91/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/91/pages,2020-09-23T01:37:56.933000+00:00,Reformatted digital,Drawing Showing Interior Design Details of the Agricultural Engineering Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:56.933000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/91/pages/page_0/files/atimeofresolve_0095_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Photo of the main entrance to the Animal Industries Building showing the cast stone detail and cast iron doors.,Architecture--Details|Texas A & M University--History-20th century|Architectural elements|Depressions--1929--Texas|Historic buildings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_Front_Doors_14,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/19/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/19/pages,2020-09-23T01:36:39.051000+00:00,Reformatted digital,Animal Industries Main Entrance,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:39.051000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/19/pages/page_0/files/atimeofresolve_0033_2019-03.jpg,,
Texas|United States|College Station (Tex.),Detailed drawing showing the window designs in the Animal Industries Building.,Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/95/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/95/orderProxies,2020-09-23T01:36:10.940000+00:00,Reformatted digital,Drawing Showing the details of the windows in the Animal Industries Building,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:10.940000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/95/pages/page_0/files/atimeofresolve_0099_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the Hensel Gardens to the northeast of the Administration Building facing to the West.,Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Landscape architecture|Hensel Gardens|Flower gardens,false,Texas A & M University. Cushing Memorial Library,Admin_Garden_Seen_from_the_South,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/11/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/11/orderProxies,2020-09-23T01:36:00.618000+00:00,Reformatted digital,Hensel Gardens,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:00.618000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/11/pages/page_0/files/atimeofresolve_0025_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Photo of Rear and East views of the construction of the Animal Industries Building.,Depressions--1929--Texas|Historic buildings|College Station (Tex.)--History--20th century|Building|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_Building_1_1932,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/14/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/14/pages,2020-09-23T01:39:49.306000+00:00,Reformatted digital,Animal Industries Building and Abattoir,fedoraAdmin,1932-10-25,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:49.306000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/14/pages/page_0/files/atimeofresolve_0028_2019-03.jpg,"Turner, G.W.",
Texas|United States|College Station (Tex.),Photo of the cast stone horse head details on the exterior of the Horse Barn.,College Station (Tex.)--History--20th century|Architectural elements|Architecture--Details|Texas A & M University--History-20th century|Historic buildings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Old_Horse_Barn_Cast_Stone_7,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/54/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/54/orderProxies,2020-09-23T01:38:05.985000+00:00,Reformatted digital,Cast Stone horse heads on Horse Barn,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:05.985000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/54/pages/page_0/files/atimeofresolve_0066_2019-03.jpg,,
United States|College Station (Tex.)|Texas,Photo of the Administration Building with scaffolding during its construction.,Texas A & M University--History-20th century|Scaffold|Architecture|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Building,false,Texas A & M University. Cushing Memorial Library,Admin_Building_With_Scaffolding_3_3,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Admin Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/8/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/8/pages,2020-09-23T01:37:11.956000+00:00,Reformatted digital,Scaffolding on East Facade of Administration Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:11.956000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/8/pages/page_0/files/atimeofresolve_0022_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the copper cupolas and weather vanes on the Horse Barn.,College Station (Tex.)--History--20th century|Weather vanes|Architectural elements|Architecture--Details|Domes|Texas A & M University--History-20th century|Cupolas|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Copper_Cupolas_On_Old_Horse_Barn_1,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/29/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/29/orderProxies,2020-09-23T01:36:41.459000+00:00,Reformatted digital,Copper Cupolas on the Horse Barn,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:41.459000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/29/pages/page_0/files/atimeofresolve_0042_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the Agricultural Engineering Building taken from the Southwest.,Architecture--Details|Architectural elements|Texas A & M University--History-20th century|Scoates Hall|Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,Scoates_11_1933,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Scoates Hall Photos #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/55/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/55/orderProxies,2020-09-23T01:38:33.819000+00:00,Reformatted digital,Agricultural Engineering Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:33.819000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/55/pages/page_0/files/atimeofresolve_0067_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Photos of the front of the Veterinary Hospital in 1933 and the Chemistry Building and the Petroleum Engineering, Geology, and Engineering Experiment Station Building in 1934.",Texas A & M University--History-20th century|Halbouty Geoscience Building|Contraction|Historic buildings|Halbouty Petroleum Engineering Building|Depressions--1929--Texas|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,Scrapbook_Page_Entrance_From_Hwy6_1933_A,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/58/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/58/pages,2020-09-23T01:36:56.505000+00:00,Reformatted digital,Construction views,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:56.505000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/58/pages/page_0/files/atimeofresolve_0071_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Photo of All-American Aggie Baseball player Roy C. ""Beau"" Bell.","College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Baseball players|Bell, Roy C.|Depressions--1929--Texas",false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #2",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/130/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/130/pages,2020-09-23T01:38:39.567000+00:00,Reformatted digital,"Roy C. ""Beau"" Bell",fedoraAdmin,1931,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:39.567000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/130/pages/page_0/files/atimeofresolve_0134_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the flag pole in front of the Administration Building and looking east down New Main Drive.,Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Flagpoles|Roads,false,Texas A & M University. Cushing Memorial Library,Flag_Pole_from_Admin,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/37/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/37/orderProxies,2020-09-23T01:38:20.996000+00:00,Reformatted digital,Flagpole and New Main,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:20.996000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/37/pages/page_0/files/atimeofresolve_0049_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Detailed drawing showing the second phase of the Chemistry Building, which consists of the west-facing Main Entrance of the building.",Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/98/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/98/orderProxies,2020-09-23T01:38:14.909000+00:00,Reformatted digital,Drawing showing the North and Front Elevations of the Chemistry Building,fedoraAdmin,1931,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:14.909000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/98/pages/page_0/files/atimeofresolve_0102_2019-03.jpg,"Vosper, Samuel Charles Phelps",
